"","Locus","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5546","CR_01760C",983.956195963468,-0.788085390390562,0.254581289400809,-3.09561394808482,0.00196405891590059,0.00715877155994446
"5547","CR_01770C",280.912388962664,0.412983964166688,0.173480925412112,2.38057275280049,0.0172857473294333,0.0411206619949864
"5548","CR_01780W",133.729047474344,-0.493124068707529,0.250274341944925,-1.97033409368047,0.0488000934913543,0.0943213617797643
"5549","CR_01790C",252.809055063387,0.567953069400399,0.272084443436391,2.08741470929843,0.0368506634757372,0.075046668633922
"5550","CR_01800C",92.0995693858907,0.419711592564616,0.339558440988147,1.23605112375713,0.216439561018029,0.310201024113194
"5551","CR_01810C",88.5475643065175,0.378190529306272,0.367985233649052,1.02773289448607,0.304075489933207,0.402526675179844
"5552","CR_01820W",338.885246593474,0.211422668913245,0.128924263112613,1.63989821472604,0.101026332131789,0.167161186645712
"5553","CR_01830C",68.8008087755698,2.63029884361256,0.67136438411014,3.91784090110602,8.9345641540662e-05,0.000585446670565217
"5554","CR_01840W",12.4258691869936,1.55009656660774,0.771015713331142,2.01046040930944,0.0443824823909152,0.0871948254370544
"5555","CR_01850C",11.0037787364638,0.99377687326982,0.667006862314398,1.48990502109916,0.136249211154528,0.213128185700146
"5556","CR_01860W",56.8012827310956,-0.537355317897221,0.433768037407581,-1.23880800694475,0.215416607946278,0.309080192345196
"5557","CR_01870C",12.6458187544852,1.83167418962983,0.920194575250555,1.99052921946545,0.0465326685358196,0.0906765093126617
"5558","CR_01900C",35.1097008066565,2.91154829239052,0.692890837617002,4.20203029730332,2.64531718702225e-05,0.000213993817840451
"5559","CR_01910C",27.6625526836562,2.03375501584607,0.494093867200491,4.11613086268246,3.85285603664705e-05,0.000292844448757001
"5560","CR_01920W",139.744318239782,2.29643881112278,0.597248731067432,3.84502920084647,0.000120538083597087,0.00074279712418378
"5561","CR_01930C",94.7764278272009,1.78397055570929,0.28434374117613,6.27399269746632,3.51905019972509e-10,1.56768798828031e-08
"5562","CR_01950W",541.361015638694,-0.20502070873139,0.313754362865465,-0.653443371620304,0.513470485552713,0.611542052160958
"5563","CR_01960C",104.850620538264,0.259285020798321,0.139868954287161,1.85377106820996,0.0637719192961303,0.116485439147117
"5564","CR_01970C",1277.34048700667,0.305146852687582,0.186706741608345,1.63436440515731,0.102182357595977,0.168595633739247
"5565","CR_01980C",1251.09384912504,-0.864128420800041,0.323389620916813,-2.67209695335994,0.00753788660444672,0.0209694460396903
"5566","CR_01990C",121.632997690376,0.205286762504008,0.166593881940255,1.23225871270368,0.217852457384983,0.311460555855731
"5567","CR_02000C",1221.2145959843,-1.81581468542716,0.267761844277791,-6.78145420728182,1.1897218954194e-11,7.70915753446006e-10
"5568","CR_02020C",410.349876781698,-1.00503107716569,0.42799898325925,-2.34820902963902,0.0188639315469666,0.043940494144441
"5569","CR_02030C",161.785507743258,-0.546651296612331,0.279446253660349,-1.95619475821191,0.0504422157804848,0.0968822797101228
"5570","CR_02040W",270.446056732231,-0.329798444960824,0.112469852162067,-2.93232754041136,0.00336431718422584,0.010994444593382
"5571","CR_02050C",272.915237760228,-0.114929724176249,0.191126371559057,-0.601328446926209,0.547621246106888,0.643758529187408
"5572","CR_02060W",263.247102065271,1.11299754648968,0.289353437399505,3.84649844319278,0.000119817891761007,0.000740203543412001
"5573","CR_02070C",8162.19819689615,-3.00268569962929,0.401965330419847,-7.47001164626071,8.01877235791477e-14,8.86903873724538e-12
"5574","CR_02080W",4.94360522299248,0.375217272461043,0.500219779613522,0.750104829423063,0.453191571109182,0.55598086224238
"5575","CR_02090C",397.900476542725,0.0661147156177347,0.119460460934738,0.553444337150627,0.579959185983054,0.672165885832211
"5576","CR_02100C",211.12619817835,0.68975085022096,0.236973681540383,2.91066436465612,0.00360661213974377,0.0116263401389228
"5577","CR_02110W",420.412571630007,0.321543158922919,0.254074759791269,1.26554546066314,0.205675862777415,0.297097649114415
"5578","CR_02120C",158.000623732257,0.778083492142121,0.272416503880575,2.85622743504272,0.0042870791827939,0.0134023454959176
"5579","CR_02130W",1949.65733712275,0.309414613421114,0.323592910919567,0.956184770988455,0.338978892552054,0.439302948630591
"5580","CR_02140W",535.31166344038,0.28987515197124,0.234202110741467,1.23771366130525,0.215822251813944,0.309385417963453
"5581","CR_02150W",383.694999192582,0.212624451939962,0.202675947550451,1.04908576725432,0.294138646066548,0.392694987412468
"5582","CR_02160W",663.38257970981,1.34812053793259,0.270462675180181,4.98449753569317,6.21230375753812e-07,9.1824720287113e-06
"5583","CR_02170W",863.106481812994,0.707421969229447,0.269233513394174,2.62754053279295,0.00860045949572925,0.0232400790501698
"5584","CR_02180W",76.8229824016838,-1.4142848930105,0.24918903086363,-5.67555035672688,1.38243467476387e-08,3.53319459705588e-07
"5585","CR_02190C",506.957948868555,-0.451181265922023,0.344291509092473,-1.31046294784122,0.19003927082052,0.277953014663391
"5586","CR_02200C",338.90778158739,0.59282210550445,0.291066261923258,2.03672559501504,0.0416775481305653,0.0829869409422904
"5587","CR_02210W",261.833513391686,-0.197292602522072,0.270213133022267,-0.730136985998434,0.465306455436752,0.567371395481232
"5588","CR_02220C",1612.92315001624,1.99572943270022,0.37326065578151,5.3467446991478,8.95501875107992e-08,1.73377630821328e-06
"5589","CR_02230W",1.66774585122675,2.58267457045462,0.743101987810391,3.47553177466887,0.000509841590308058,0.00241019440075622
"5590","CR_02240C",550.848591825197,2.3861263698374,0.382957720585357,6.230782777248,4.6411026806392e-10,1.94644515745282e-08
"5591","CR_02250C",221.71477422617,0.347669630720909,0.178366686926574,1.94918477610132,0.0512733623624767,0.0981260798195967
"5592","CR_02260C",181.326105225629,0.757822127914477,0.207623960076137,3.64997434610427,0.000262266500897663,0.0014161949522378
"5593","CR_02270C",411.260955251723,0.763298052566157,0.285189312842222,2.67646092681055,0.00744042408702812,0.0208065913331671
"5594","CR_02280W",104.840937532019,0.121177567350555,0.31798662113802,0.381077565203471,0.70314569403938,0.776231221349617
"5595","CR_02290W",4.32599676973827,1.08711268214289,0.618733792633484,1.75699581158462,0.0789185231171077,0.137576176919176
"5596","CR_02300C",424.907600961821,-0.412209287539099,0.191445571450175,-2.15314088707651,0.0313076077356231,0.0656978422060916
"5597","CR_02310C",1.44323489308949,0.735703981361243,1.00248716389055,0.733878704746756,0.463022666911239,0.565338867193681
"5598","CR_02320W",117.579161798376,-0.647950742904952,0.286069712375655,-2.26500994294038,0.0235120693668429,0.0522083506363092
"5599","CR_02330C",28.2302129807948,1.72471736022153,0.581097496043358,2.96803440380483,0.00299710782414007,0.0100137743186763
"5600","CR_02340W",2.40173746253599,1.85121433777898,0.698149099765112,2.65160312947737,0.0080110643784182,0.0220189586514366
"5601","CR_02350C",337.880909813805,-1.03092256771303,0.296479875045709,-3.47720926269983,0.000506662208781867,0.00239869968216655
"5602","CR_02360W",1500.04654566534,-0.430512511743654,0.313196968407051,-1.37457432596899,0.169263452718968,0.253994163553726
"5603","CR_02370W",680.220355628339,-2.28173905990102,0.35824230670959,-6.36926185759159,1.89940084525636e-10,9.0930271808355e-09
"5604","CR_02380C",69.9902853311543,0.657464989823009,0.165402239022023,3.97494612957126,7.03951882996332e-05,0.000481947847323529
"5605","CR_02390W",287.176048871139,-0.711845698877607,0.232765846881256,-3.05820509501443,0.00222667123028945,0.00788740802998722
"5606","CR_02400W",46.3611010752882,-1.89895613257292,0.318560800935127,-5.96104770894153,2.50625774088147e-09,8.1612403085049e-08
"5607","CR_02410W",155.070899428349,0.557204535745354,0.16506247292113,3.37571905887776,0.000736230560251296,0.00328187476584525
"5608","CR_02420W",167.503996114028,-0.335558383164781,0.253431418371457,-1.32405991854155,0.18548314576324,0.273281451066237
"5609","CR_02430C",585.644221443542,-1.37710216163365,0.305669780416214,-4.50519563876588,6.63118209045586e-06,6.84391749178533e-05
"5610","CR_02440W",34.5105055252821,-0.537834996747917,0.358076251683565,-1.50201247421235,0.133093887284601,0.209161510762056
"5611","CR_02460W",247.488353367928,-0.33264862412819,0.146951201537095,-2.26366726266079,0.0235945874457125,0.0523553367223263
"5612","CR_02470W",1211.39592142554,0.170028738848093,0.340973979010913,0.498656053876332,0.6180217088492,0.702820291130582
